Kingdom,Phylum,Class,Order,Family,Genus,Species,Control,Mock,Sample,ASV,contam_phy,contam_harsh
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Genus_Bacteroides,0,0,0.000167971779623631,ASV_0906,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Genus_Romboutsia,0,0,0.000202352137896095,ASV_0907,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000176038994371391,ASV_0908,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000180670179640045,ASV_0909,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000257289419094664,ASV_0910,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Ihubacter,Genus_Ihubacter,0,0,0.000189737381716702,ASV_0911,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Order_Clostridiales,Order_Clostridiales,Order_Clostridiales,0,0,0.000232954230646686,ASV_0912,FALSE,FALSE
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Family_Erysipelotrichaceae,Family_Erysipelotrichaceae,0,0,0.000166464096994593,ASV_0913,TRUE,TRUE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000225083534337506,ASV_0914,FALSE,FALSE
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Genus_Longibaculum,0,0,0.000153350682278469,ASV_0915,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia,Class_Clostridia,Class_Clostridia,0,0,0.000231212476944584,ASV_0916,FALSE,FALSE
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Family_Rikenellaceae,Family_Rikenellaceae,0,0,0.000191454572169915,ASV_0917,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,Genus_Agathobacter,0,0,0.000168981805231871,ASV_0918,FALSE,FALSE
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Genus_Turicibacter,0,0,0.000151108863264913,ASV_0919,FALSE,FALSE
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,0,0,0.000730850356666342,ASV_0920,FALSE,FALSE
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Genus_Bacteroides,0,0,0.00017267604292672,ASV_0921,FALSE,FALSE
Bacteria,Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,0,0,0.000128320490842484,ASV_0922,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Family_Lachnospiraceae,Family_Lachnospiraceae,0,0,0.000175780892650447,ASV_0923,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia,Class_Clostridia,Class_Clostridia,0,0,0.000161805139192662,ASV_0924,FALSE,TRUE
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,0,0,0.000145961427516516,ASV_0925,FALSE,FALSE
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Genus_Adlercreutzia,0,0,0.000159238791671649,ASV_0926,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000140565900758891,ASV_0927,FALSE,FALSE
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,macerans/thermophilus,0,0,0.000152508664512687,ASV_0929,FALSE,FALSE
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Family_Erysipelotrichaceae,Family_Erysipelotrichaceae,0,0,0.000171533780396942,ASV_0930,FALSE,TRUE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000128250698089063,ASV_0931,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Order_Clostridiales,Order_Clostridiales,Order_Clostridiales,0,0,0.00015834075987125,ASV_0932,FALSE,FALSE
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_2,Aneurinibacillus,thermoaerophilus,0,0,0.000162748452719351,ASV_0933,FALSE,FALSE
Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Genus_Corynebacterium,0,0,0.000172976118593813,ASV_0934,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,Genus_Acetatifactor,0,0,0.000160403854182667,ASV_0935,FALSE,FALSE
Bacteria,Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,Phylum_Firmicutes,0,0,0.000124958679918368,ASV_0936,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000116599866928928,ASV_0937,FALSE,FALSE
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Genus_Phocaeicola,0,0,0.000119384766730364,ASV_0938,FALSE,FALSE
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,0,0,0.000104107654254915,ASV_0939,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Genus_Agathobaculum,0,0,0.000152224371950243,ASV_0940,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Genus_Oscillibacter,0,0,0.000154576593648508,ASV_0941,FALSE,FALSE
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Genus_Lactobacillus,0,0,0.000112986504932413,ASV_0942,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Order_Clostridiales,Order_Clostridiales,Order_Clostridiales,0,0,0.000138702897609877,ASV_0943,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Family_Lachnospiraceae,Family_Lachnospiraceae,0,0,0.000145679804041671,ASV_0944,FALSE,FALSE
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,aestuarii/alcaliphilus/alkenifer/aminophilus/aminovorans/beibuensis/caeni/carotinifaciens/chinensis/denitrificans/fistulariae/haeundaensis/homiensis/huijuniae/isoporae/kamogawaensis/koreensis/limosus/lutimaris/marcusii/marinus/panacisoli/saliphilus/sediminis/siganidrum/sphaerophysae/stylophorae/tibetensis/yeei,0,0,0.000296932050174313,ASV_0945,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000143653705712383,ASV_0946,FALSE,FALSE
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Genus_Bacteroides,0,0,0.000138856847438402,ASV_0947,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Genus_Oscillibacter,0,0,0.000151649142006333,ASV_0948,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Family_Lachnospiraceae,Family_Lachnospiraceae,0,0,0.000391557602943853,ASV_0949,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,Genus_Anaerotignum,0,0,0.000215211367939588,ASV_0950,FALSE,FALSE
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,Genus_Escherichia/Shigella,0,0,0.000120836416560762,ASV_0951,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000151118069110063,ASV_0952,FALSE,FALSE
Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,Order_Gp2,Order_Gp2,Order_Gp2,0,0,0.000288991193560241,ASV_0953,FALSE,FALSE
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae/lactis,0.0881057268722467,0,0.000212692502410552,ASV_0954,TRUE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Genus_Acutalibacter,0,0,0.000149295324411104,ASV_0956,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Family_Lachnospiraceae,Family_Lachnospiraceae,0,0,0.00013159433729758,ASV_0957,FALSE,FALSE
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Order_Chromatiales,Order_Chromatiales,Order_Chromatiales,0,0,0.000122398208103844,ASV_0958,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000120163540155275,ASV_0959,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Family_Lachnospiraceae,Family_Lachnospiraceae,0,0,0.000243317874873444,ASV_0960,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Order_Clostridiales,Order_Clostridiales,Order_Clostridiales,0,0,0.000113877745148816,ASV_0961,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Genus_Anaerofustis,0,0,9.77482353496715e-05,ASV_0962,FALSE,FALSE
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Genus_Bacteroides,0,0,0.000115215437864463,ASV_0963,FALSE,FALSE
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,faecis/thetaiotaomicron,0,0.00608734072790907,2.68453624209447e-05,ASV_0964,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Genus_Enterocloster,0,0,8.600336067662e-05,ASV_0965,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,7.78571236643626e-05,ASV_0966,FALSE,FALSE
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Family_Ruminococcaceae,Family_Ruminococcaceae,0,0,0.000138605442230312,ASV_0967,FALSE,FALSE
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,0,0,0.000110086261136197,ASV_0968,FALSE,FALSE
Bacteria,Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,0,0,0.000259029551606158,ASV_0969,FALSE,FALSE
Bacteria,Bacteroidetes,Phylum_Bacteroidetes,Phylum_Bacteroidetes,Phylum_Bacteroidetes,Phylum_Bacteroidetes,Phylum_Bacteroidetes,0,0,0.000350542877967254,ASV_0970,FALSE,FALSE
