"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"15","ASV_0024",0.00772044526363769,0.014411497825457,-2.34555782569585,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Family_Clostridiaceae_1",NA
"16","ASV_0027",0.000134453135589413,0.000564703169475535,-4.16841734972898,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA
"17","ASV_0029",3.81016928387772e-05,0.00020003388740358,2.53279553637811,"d8>d0","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Family_Clostridiales_Incertae_Sedis_XIII",NA
"20","ASV_0037",0.0206798366829166,0.034060907477745,1.66930398571226,"d8>d0","t-test - ALR (tta)","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"21","ASV_0040",0.00183009825088594,0.00452141920807114,-3.70140633129911,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",NA
"23","ASV_0044",2.90351833834463e-05,0.000165980022700812,-3.04245317430131,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Phylum_Firmicutes","Phylum_Firmicutes","Phylum_Firmicutes","Phylum_Firmicutes",NA
"24","ASV_0045",0.027950336069124,0.0442986458454041,-2.08270155799107,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia",NA
"27","ASV_0050",2.8431090760582e-07,5.97052905972222e-06,4.16105139452317,"d8>d0","t-test - ALR (tta)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Family_Desulfovibrionaceae",NA
"28","ASV_0051",0.00019686555786011,0.000718987254793444,-3.28748979328348,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Faecalicatena",NA
"29","ASV_0058",8.0846534007962e-08,2.26370295222294e-06,-4.74966653597443,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia",NA
"30","ASV_0062",8.07347080977095e-06,5.88336321338977e-05,-3.9486073929068,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acutalibacter",NA
"31","ASV_0067",0.000196839273876276,0.000718987254793444,-3.53207524603929,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"32","ASV_0079",0.0118849459364138,0.0207986553887241,-2.49985782439582,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"34","ASV_0085",1.17853851543743e-06,1.2374654412093e-05,-4.36444133146008,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcus",NA
"35","ASV_0086",0.00146686549989543,0.00373383945427927,1.38631366200073,"d8>d0","t-test - ALR (tta)","Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"36","ASV_0095",0.004235891993292,0.00867841286430555,-2.63885541892617,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Family_Peptostreptococcaceae",NA
"37","ASV_0100",1.93056849023816e-05,0.000124744425523081,-4.25770047417613,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",NA
"38","ASV_0101",0.0105032123431162,0.0191797790613426,-2.11415423044659,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Class_Clostridia","Class_Clostridia","Class_Clostridia",NA
"39","ASV_0105",0.000302360596028645,0.00105826208610026,-3.31632814801197,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"40","ASV_0106",0.0110256070499445,0.0197053402594753,1.65911948995899,"d8>d0","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Family_Erysipelotrichaceae",NA
"42","ASV_0109",0.000727103505686539,0.00218131051705962,2.89014517703071,"d8>d0","t-test - ALR (tta)","Bacteria","Proteobacteria","Phylum_Proteobacteria","Phylum_Proteobacteria","Phylum_Proteobacteria","Phylum_Proteobacteria",NA
"46","ASV_0121",4.78246909076612e-06,4.01727403624354e-05,3.65892837790057,"d8>d0","t-test - ALR (tta)","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA
"47","ASV_0123",0.00115631766346138,0.00313324786228246,-3.014877997239,"d0>d8","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter",NA
"48","ASV_0131",5.91715449081129e-05,0.000292377045428322,-4.00757207022444,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"49","ASV_0135",4.61263891306099e-07,6.45769447828538e-06,-4.00875025500331,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Family_Eggerthellaceae",NA
"50","ASV_0150",8.1440899878419e-07,9.77290798541028e-06,-4.1792149148001,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum",NA
"51","ASV_0153",0.00115516992149175,0.00313324786228246,-3.20138361432312,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA
"53","ASV_0164",0.000126470279777309,0.000559131763225998,-3.15988972544438,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Neglecta",NA
"56","ASV_0179",0.00200585271804209,0.00481404652330101,-2.4439953402417,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum",NA
"57","ASV_0181",0.0133516631523378,0.0228885654040076,-1.39606885558095,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena",NA
"58","ASV_0184",0.000373629053677337,0.00120710925034217,-2.65448745972807,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum",NA
"59","ASV_0190",0.00472231537519102,0.00926954730946998,2.37336495274922,"d8>d0","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cuneatibacter",NA
"60","ASV_0195",0.000868108450885887,0.00251452103015222,-2.41770271543419,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Family_Coriobacteriaceae",NA
"61","ASV_0200",0.0295805113285591,0.0460029756000762,-1.91574841698896,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus",NA
"63","ASV_0251",0.00231599799672817,0.00540399532569907,-1.87080141790062,"d0>d8","t-test - ALR (tta)","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Family_Synergistaceae",NA
"64","ASV_0282",0.00373404257403139,0.00825419937417466,-2.33987728097852,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor",NA
"65","ASV_0294",0.00410169599061103,0.00867841286430555,-2.60561140348614,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA
"66","ASV_0308",2.45826040756773e-06,2.29437638039654e-05,-3.70766040561922,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus",NA
"67","ASV_0310",0.0301209959286213,0.0460029756000762,-1.3701964799974,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Paludicola",NA
"68","ASV_0330",0.00518297907628806,0.00989477823654994,-1.76016328603477,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Colidextribacter",NA
"73","ASV_0385",0.00138735586560216,0.00364180914720567,-2.30689207881844,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruthenibacterium",NA
"74","ASV_0391",0.00421530800387239,0.00867841286430555,2.36953816407141,"d8>d0","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Agathobaculum",NA
"76","ASV_0398",0.00474512540841916,0.00926954730946998,2.00025860503107,"d8>d0","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor",NA
"77","ASV_0403",0.0167058890883542,0.0280658936684351,-1.41674397870126,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Breznakia",NA
"78","ASV_0404",0.000676612266153877,0.00210501593914539,-2.07483527233929,"d0>d8","t-test - ALR (tta)","Bacteria","Actinobacteria","Phylum_Actinobacteria","Phylum_Actinobacteria","Phylum_Actinobacteria","Phylum_Actinobacteria",NA
"80","ASV_0431",0.0327856111347424,0.0491784167021136,-1.27687370628569,"d0>d8","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella",NA
